Subject,Subject Desc,Course Number,Title,Academic Period,Academic Period Desc,Section,CRN,Instructor,A,A-,A+,AU,B,B-,B+,C,C-,C+,D,D-,D+,E,F,FN,I,IF,N,NS,P,PI,S,SI,U,W,WF,WN,WU,
,,,,,,047,26348,"Quiroga Varon, Jhon H.",8.0%,16.0%,,,28.0%,8.0%,12.0%,12.0%,,4.0%,8.0%,,,,,,,,,,4.0%,,,,,,,,,
,,,,,,048,26349,"Camps Troncoso, Elisa",47.8%,8.7%,,,8.7%,17.4%,4.3%,4.3%,,,4.3%,,4.3%,,,,,,,,,,,,,,,,,
,,,,,,049,27374,"Perez de Jesus, Jorge D.",34.8%,4.3%,,,8.7%,13.0%,13.0%,8.7%,,4.3%,,,,,4.3%,,,,,,,,,,,8.7%,,,,
,,20200,Spanish Level IV,202210,Fall 2021,001,17913,"Venis, Susana I.",23.5%,11.8%,,,11.8%,,23.5%,11.8%,5.9%,,,,5.9%,,,,,,,,,,,,,5.9%,,,,
,,,,,,002,17915,"Aubeneau, Nelida",16.0%,24.0%,,,20.0%,12.0%,12.0%,,,4.0%,,,,,,,,,,,4.0%,,,,,8.0%,,,,
,,,,,,003,17956,"Corredor Sanchez, Piedad S.",23.5%,17.6%,,,23.5%,5.9%,,5.9%,5.9%,,5.9%,,,,5.9%,,,,,,,,,,,5.9%,,,,
,,,,,,004,18032,"Venis, Susana I.",17.6%,11.8%,,,11.8%,17.6%,5.9%,,,,,5.9%,5.9%,,17.6%,,,,,,,,,,,5.9%,,,,
,,,,,,005,18033,"Parra Sr, Santiago",50.0%,12.5%,4.2%,,8.3%,4.2%,,12.5%,,8.3%,,,,,,,,,,,,,,,,,,,,
,,,,,,007,18040,"Venis, Susana I.",31.6%,15.8%,,,15.8%,,5.3%,10.5%,,5.3%,,,,,5.3%,,,,,,,,,,,10.5%,,,,
,,,,,,008,18045,"Parra Sr, Santiago",61.9%,9.5%,,,,4.8%,,4.8%,,4.8%,,,,,4.8%,,4.8%,,,,,,,,,4.8%,,,,
,,,,,,011,26351,"Venis, Susana I.",31.8%,9.1%,,,9.1%,18.2%,13.6%,,,,4.5%,,,,4.5%,,,,,,,,,,,9.1%,,,,
,,,,,,012,26352,"Encarnacion Nunez, Stalin A.",38.5%,34.6%,,,11.5%,3.8%,7.7%,,3.8%,,,,,,,,,,,,,,,,,,,,,
,,21200,Intermed Spanish Conversation,202210,Fall 2021,001,63380,"Cabrera De Morales, Blanca L.",90.9%,,,,,,,,,,,,,,,,,,,,,,,,,9.1%,,,,
,,24100,Intro To Hispanic Lit,202210,Fall 2021,017,21700,"Sanchez-Llama, Inigo",20.0%,,80.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,018,21711,"Pina Palacio, Lorena",63.6%,,9.1%,,18.2%,9.1%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,019,21714,"Stinchcomb, Dawn F.",16.7%,,,,8.3%,16.7%,41.7%,8.3%,,,,,,,8.3%,,,,,,,,,,,,,,,
,,,,,,022,22734,"Huaytan Martinez, Eduardo M.",62.5%,,12.5%,,,12.5%,12.5%,,,,,,,,,,,,,,,,,,,,,,,
,,30100,Spanish Level V,202210,Fall 2021,003,29020,"Cabrera De Morales, Blanca L.",47.1%,11.8%,23.5%,,11.8%,,5.9%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,004,29021,"Carmona, Anderson C.",18.8%,31.3%,6.3%,,31.3%,,12.5%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,006,29023,"Cabrera De Morales, Blanca L.",15.4%,38.5%,15.4%,,15.4%,,7.7%,,,7.7%,,,,,,,,,,,,,,,,,,,,
,,,,,,007,29024,"Jang, Hyeseung",41.7%,16.7%,25.0%,,,,8.3%,,,,,,,,,,,,,,,,,,,8.3%,,,,
,,,,,,008,29025,"Delnick, Emily T.",23.1%,23.1%,,,30.8%,,15.4%,7.7%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,010,29027,"Guzman Ruiz, Miluska",69.2%,7.7%,7.7%,,,7.7%,,,,,,,,,7.7%,,,,,,,,,,,,,,,
,,,,,,011,29028,"Jang, Hyeseung",38.5%,30.8%,7.7%,,15.4%,7.7%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,012,29029,"Paez Urbano, Kely Y.",54.5%,27.3%,9.1%,,,,9.1%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,013,29030,"Carmona, Anderson C.",28.6%,21.4%,7.1%,,21.4%,7.1%,14.3%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,014,13831,"Solano Escobar, Laura M.",41.7%,25.0%,,,16.7%,,8.3%,,8.3%,,,,,,,,,,,,,,,,,,,,,
,,,,,,015,18885,"Delnick, Emily T.",36.4%,9.1%,9.1%,,27.3%,9.1%,,,9.1%,,,,,,,,,,,,,,,,,,,,,
,,,,,,016,16244,"Solano Escobar, Laura M.",45.5%,18.2%,9.1%,,27.3%,,,,,,,,,,,,,,,,,,,,,,,,,
,,30200,Spanish Level VI,202210,Fall 2021,005,29035,"Obando Taborda, Andres M.",46.7%,20.0%,,,6.7%,6.7%,6.7%,6.7%,,,6.7%,,,,,,,,,,,,,,,,,,,
,,,,,,007,29037,"Obando Taborda, Andres M.",33.3%,11.1%,16.7%,,27.8%,,11.1%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,008,62957,"Paez Urbano, Kely Y.",62.5%,6.3%,18.8%,,,6.3%,6.3%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,011,15063,"Paez Urbano, Kely Y.",44.4%,11.1%,11.1%,,16.7%,5.6%,11.1%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,012,18887,"Huaytan Martinez, Eduardo M.",62.5%,18.8%,6.3%,,6.3%,,6.3%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,013,16255,"Pina Palacio, Lorena",41.2%,11.8%,11.8%,,11.8%,11.8%,11.8%,,,,,,,,,,,,,,,,,,,,,,,
,,30500,Span For Heritage Spkr,202210,Fall 2021,001,24191,"Staszkiewicz Garcia, Bruno",39.1%,4.3%,30.4%,,17.4%,,4.3%,4.3%,,,,,,,,,,,,,,,,,,,,,,
,,32100,Intro Spanish For Professions,202210,Fall 2021,001,14346,"Hamad Zahonero, Nuur",33.3%,5.6%,33.3%,,,,16.7%,,,5.6%,,,,,5.6%,,,,,,,,,,,,,,,
,,,,,,002,14347,"Hamad Zahonero, Nuur",23.5%,5.9%,47.1%,,11.8%,,5.9%,,5.9%,,,,,,,,,,,,,,,,,,,,,
,,,,,,003,16256,"Guzman Ruiz, Miluska",50.0%,18.8%,25.0%,,,,6.3%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,004,21621,"Staszkiewicz Garcia, Bruno",76.5%,11.8%,5.9%,,5.9%,,,,,,,,,,,,,,,,,,,,,,,,,
,,32200,Spanish For Hlth Professions,202210,Fall 2021,002,14349,"Dickerson, Sydney L.",55.6%,5.6%,11.1%,,5.6%,,16.7%,,,,5.6%,,,,,,,,,,,,,,,,,,,
,,,,,,003,22754,"Rios-Rojas, Gabriel O.",31.6%,10.5%,47.4%,,5.3%,,,5.3%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,004,26232,"Clavijo Vargas, Jose F.",70.6%,17.6%,11.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32500,Spanish Engineering Technology,202210,Fall 2021,001,21758,"Rios-Rojas, Gabriel O.",75.0%,,18.8%,,,,6.3%,,,,,,,,,,,,,,,,,,,,,,,
,,34100,Hispanic Lit I,202210,Fall 2021,005,13836,"Sanchez-Llama, Inigo",16.7%,5.6%,50.0%,,,,5.6%,,11.1%,5.6%,,,,,5.6%,,,,,,,,,,,,,,,
,,36100,Struc Spanish I,202210,Fall 2021,002,51245,"Olson, Daniel J.",25.0%,31.3%,,,6.3%,6.3%,25.0%,,,6.3%,,,,,,,,,,,,,,,,,,,,
,,,,,,003,16616,"Olson, Daniel J.",52.9%,11.8%,5.9%,,,,17.6%,,,5.9%,5.9%,,,,,,,,,,,,,,,,,,,
,,40100,Spanish Level VII,202210,Fall 2021,001,14583,"Hamad Zahonero, Nuur",42.1%,5.3%,36.8%,,,,10.5%,,,5.3%,,,,,,,,,,,,,,,,,,,,
,,,,,,003,14585,"Hamad Zahonero, Nuur",35.3%,5.9%,23.5%,,5.9%,5.9%,17.6%,,,,,,,,,,,,,,,,,,,5.9%,,,,
,,40200,Spanish Level VIII,202210,Fall 2021,001,16312,"Rodríguez de jesús, Alejandro",72.2%,5.6%,22.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,002,21991,"Rodríguez de jesús, Alejandro",44.4%,5.6%,22.2%,,5.6%,,11.1%,,,,,,,,5.6%,,,,,,,,,,,,5.6%,,,
,,41500,Spanish Trans & Interpreting,202210,Fall 2021,001,62960,"Tenorio, Cecilia I.",33.3%,13.3%,20.0%,,6.7%,,13.3%,,,,6.7%,,,,,,,,,,,,,,,6.7%,,,,
,,,,,,002,17187,"Tenorio, Cecilia I.",46.7%,13.3%,20.0%,,,6.7%,,6.7%,,,,,,,,,,,,,,,,,,6.7%,,,,
,,42400,Business Spanish,202210,Fall 2021,002,24585,"Cabrera De Morales, Blanca L.",81.3%,,,,,,,12.5%,,,6.3%,,,,,,,,,,,,,,,,,,,
,,,,,,003,17202,"Cabrera De Morales, Blanca L.",93.3%,,,,,,,6.7%,,,,,,,,,,,,,,,,,,,,,,
,,48100,Spanish Culture,202210,Fall 2021,001,29063,"Kim, Yonsoo",40.0%,5.0%,5.0%,,10.0%,5.0%,15.0%,,5.0%,,,,,,15.0%,,,,,,,,,,,,,,,
,,48200,Latin Amer Civiliztn,202210,Fall 2021,001,29065,"Stinchcomb, Dawn F.",23.1%,,15.4%,,15.4%,15.4%,7.7%,,,7.7%,,7.7%,,,,,,,,,7.7%,,,,,,,,,
STAT,STAT-Statistics,10100,Freshman Orientation Seminar,202210,Fall 2021,SC1,21954,"Redmond, Michelle E.",,,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11300,Statistics & Society,202210,Fall 2021,002,29092,"Crabill, Cheryl L.",26.1%,4.5%,10.4%,,22.4%,2.2%,4.5%,8.2%,,7.5%,2.2%,,2.2%,,6.7%,,,,,,,,,,,3.0%,,,,
,,,,,,037,67272,"Crabill, Cheryl L.",33.3%,4.2%,9.7%,,15.3%,0.7%,8.3%,10.4%,1.4%,2.1%,3.5%,,2.8%,,5.6%,,,,,,,,,,,2.8%,,,,
,,,,,,Y01,59172,"Crabill, Cheryl L.",17.4%,4.3%,4.3%,,6.5%,4.3%,8.7%,10.9%,2.2%,6.5%,10.9%,,2.2%,,13.0%,,,,,,,,,,,8.7%,,,,
,,17000,Intr Actuarial Science,202210,Fall 2021,SC1,60019,"Rubin, Daniel E.",40.0%,20.0%,8.0%,,4.0%,8.0%,16.0%,4.0%,,,,,,,,,,,,,,,,,,,,,,
,,19000,Data Mine Corporate Partners I,202210,Fall 2021,002,27079,"Ward, Mark D.",27.3%,,54.5%,,,,,9.1%,,,,,,,,,,,,,,,,,,9.1%,,,,
,,,,,,021,27169,"Ward, Mark D.",50.0%,,25.0%,,,,8.3%,8.3%,,,,,,,8.3%,,,,,,,,,,,,,,,
,,,,,,025,27181,"Ward, Mark D.",25.0%,,50.0%,,,,16.7%,,,,,,,,8.3%,,,,,,,,,,,,,,,
,,,,,,031,27884,"Ward, Mark D.",54.5%,,36.4%,,,,9.1%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,BAY,26358,"Ward, Mark D.",54.5%,9.1%,36.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,BEC,26359,"Ward, Mark D.",8.3%,,50.0%,,,,16.7%,8.3%,,,,,,,8.3%,,,,,,,,,,,8.3%,,,,
,,,,,,MKB,26362,"Ward, Mark D.",75.0%,,16.7%,,,,8.3%,,,,,,,,,,,,,,,,,,,,,,,
,,,The Data Mine I,202210,Fall 2021,LC1,19200,"Ward, Mark D.",18.6%,0.8%,64.3%,,2.3%,0.8%,2.3%,3.9%,0.8%,,1.6%,,,,1.6%,,0.8%,,,,,,,,,2.3%,,,,
,,,,,,LC2,19607,"Ward, Mark D.",20.5%,0.8%,62.1%,,5.3%,1.5%,0.8%,4.5%,,,0.8%,,,,0.8%,,1.5%,,,,,,,,,1.5%,,,,
,,,,,,LC3,19609,"Ward, Mark D.",26.0%,1.6%,55.3%,,3.3%,0.8%,1.6%,4.1%,,0.8%,1.6%,,,,4.1%,,,,,,,,,,,0.8%,,,,
,,,,,,LC4,27073,"Ward, Mark D.",19.5%,2.4%,61.0%,,6.1%,0.6%,0.6%,2.4%,,,1.8%,,1.2%,,1.2%,,,,,,,,,,,3.0%,,,,
,,22500,Intro Probability Mdls,202210,Fall 2021,061,29142,"Furtner, Celeste M.",35.9%,7.7%,2.6%,,10.3%,5.1%,2.6%,17.9%,2.6%,5.1%,2.6%,,,,2.6%,,,,,,,,,,,5.1%,,,,
,,,,,,Y01,63557,"Furtner, Celeste M.",17.4%,,4.3%,,17.4%,13.0%,,4.3%,8.7%,,,,,,17.4%,,,,,,,,,,,17.4%,,,,
,,,Intro Probability Mdls-Honors,202210,Fall 2021,061,29142,"Furtner, Celeste M.",100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29000,The Data Mine III,202210,Fall 2021,LC1,19614,"Ward, Mark D.",25.0%,2.5%,52.5%,,7.5%,,,,,,2.5%,,,,7.5%,,,,,,,,,,,2.5%,,,,
,,,,,,LC2,20446,"Ward, Mark D.",24.1%,,55.2%,,10.3%,,,3.4%,3.4%,,,,,,,,,,,,,,,,,3.4%,,,,
,,,,,,LC3,20447,"Ward, Mark D.",28.9%,2.2%,53.3%,,4.4%,2.2%,2.2%,2.2%,,,,,4.4%,,,,,,,,,,,,,,,,,
,,30100,Elem Stat Meth,202210,Fall 2021,030,48776,"Loria, Jorge E.",15.8%,1.8%,,,31.6%,1.8%,5.3%,17.5%,,,5.3%,,,,10.5%,,,,1.8%,,3.5%,,,,,5.3%,,,,
,,,,,,040,29212,"Munson, Christina E.",45.5%,,5.5%,,27.3%,,5.5%,5.5%,,,1.8%,1.8%,1.8%,,3.6%,,1.8%,,,,,,,,,,,,,
,,,,,,130,29216,"Irrgang, Andrew W.",34.5%,1.7%,,,22.4%,,8.6%,12.1%,,6.9%,6.9%,,1.7%,,5.2%,,,,,,,,,,,,,,,
,,,,,,140,51069,"Irrgang, Andrew W.",25.0%,,1.8%,,33.9%,3.6%,,8.9%,,1.8%,8.9%,,3.6%,,1.8%,,,,,,,,,,,10.7%,,,,
,,,,,,230,17656,"Irrgang, Andrew W.",17.5%,3.5%,1.8%,,22.8%,1.8%,7.0%,21.1%,,3.5%,10.5%,,1.8%,,8.8%,,,,,,,,,,,,,,,
,,,,,,240,29188,"Solomon, Bruce P.",24.6%,1.8%,,,24.6%,1.8%,12.3%,14.0%,1.8%,,8.8%,,1.8%,,3.5%,,1.8%,,,,,,,,,3.5%,,,,
,,,,,,330,15993,"Solomon, Bruce P.",16.7%,,1.9%,,27.8%,1.9%,7.4%,13.0%,,1.9%,13.0%,1.9%,5.6%,,7.4%,,,,,,,,,,,1.9%,,,,
,,,,,,340,29191,"Solomon, Bruce P.",14.0%,1.8%,,,29.8%,,10.5%,17.5%,,1.8%,7.0%,1.8%,,,10.5%,,,,,,,,,,,5.3%,,,,
,,,,,,430,51070,"Solomon, Bruce P.",17.2%,8.6%,,,19.0%,,6.9%,25.9%,,1.7%,8.6%,,1.7%,,6.9%,,,,,,,,,,,1.7%,1.7%,,,
,,,,,,440,29185,"Qu, Yuan",18.4%,,,,36.7%,2.0%,6.1%,12.2%,2.0%,4.1%,2.0%,4.1%,,,10.2%,,,,,,,,,,,2.0%,,,,
,,,,,,530,22250,"Qu, Yuan",13.7%,,,,17.6%,2.0%,,9.8%,3.9%,11.8%,9.8%,3.9%,9.8%,,9.8%,,,,,,,,,,,7.8%,,,,
,,,,,,650,68707,"Irrgang, Andrew W.",30.4%,,1.8%,,32.1%,1.8%,1.8%,8.9%,,3.6%,5.4%,,3.6%,,8.9%,,,,,,,,,,,1.8%,,,,
,,,,,,750,29194,"Loria, Jorge E.",31.0%,1.7%,3.4%,,25.9%,3.4%,6.9%,12.1%,,3.4%,5.2%,,,,6.9%,,,,,,,,,,,,,,,
,,,,,,830,29211,"Munson, Christina E.",22.8%,,1.8%,,19.3%,1.8%,5.3%,19.3%,1.8%,3.5%,3.5%,,5.3%,,7.0%,,1.8%,,,,,,,,,7.0%,,,,
,,,,,,840,68709,"Munson, Christina E.",29.8%,1.8%,,,33.3%,1.8%,1.8%,21.1%,,3.5%,3.5%,,3.5%,,,,,,,,,,,,,,,,,
,,,,,,930,29214,"Munson, Christina E.",31.6%,1.8%,1.8%,,40.4%,1.8%,,8.8%,,1.8%,7.0%,,,,3.5%,,,,,,,,,,,1.8%,,,,
,,,,,,940,29187,"Munson, Christina E.",31.0%,,,,24.1%,1.7%,3.4%,19.0%,1.7%,5.2%,3.4%,,,,5.2%,,,,,,,,,,,5.2%,,,,
,,,,,,IMA,19147,"Cayon, Laura",28.2%,2.6%,5.1%,,20.5%,,,28.2%,2.6%,,5.1%,,,,2.6%,,,,,,,,,,,5.1%,,,,
,,,,,,IMB,17648,"Cayon, Laura",30.0%,,2.5%,,27.5%,2.5%,5.0%,15.0%,,2.5%,,,,,5.0%,,,,,,,,,,,10.0%,,,,
,,,,,,Y01,15193,"Irrgang, Andrew W.",12.1%,,1.7%,,25.9%,3.4%,3.4%,22.4%,3.4%,1.7%,6.9%,,,,10.3%,,,,,,1.7%,,,,,6.9%,,,,
,,,,,,Y02,14489,"Irrgang, Andrew W.",19.3%,,1.8%,,21.1%,,3.5%,15.8%,1.8%,5.3%,8.8%,,3.5%,,8.8%,,,,,,,,,,,10.5%,,,,
,,30301,Prob & Stat For Business,202210,Fall 2021,100,16058,"Porterfield, Pamela F.",22.7%,2.7%,2.0%,,32.0%,0.4%,6.3%,14.5%,0.4%,4.3%,5.5%,,,,6.6%,,,,,,,,,,,2.7%,,,,
,,,,,,200,16059,"Porterfield, Pamela F.",25.7%,2.3%,1.2%,,26.5%,1.6%,2.3%,21.0%,1.9%,3.1%,5.4%,0.4%,,,5.8%,,,,,,,,,,,2.7%,,,,
,,35000,Intro To Statistics,202210,Fall 2021,018,12022,"Shin, Halin",14.0%,8.8%,8.8%,,8.8%,8.8%,12.3%,5.3%,3.5%,3.5%,1.8%,,,,12.3%,,,,,,,,,,,12.3%,,,,
,,,,,,103,29220,"Nandy, Siddhartha",25.4%,6.8%,11.9%,,10.2%,8.5%,13.6%,,,6.8%,1.7%,,1.7%,,3.4%,,1.7%,,,,,,,,,8.5%,,,,
,,,,,,113,39409,"Xing, Yan",11.8%,11.8%,2.0%,,15.7%,15.7%,5.9%,3.9%,7.8%,7.8%,2.0%,,3.9%,,7.8%,,,,,,,,,,,3.9%,,,,
,,,,,,123,37879,"Xing, Yan",11.1%,13.0%,,,18.5%,25.9%,7.4%,7.4%,5.6%,7.4%,1.9%,,,,1.9%,,,,,,,,,,,,,,,
,,,,,,130,15194,"Nandy, Siddhartha",37.3%,5.1%,18.6%,,10.2%,5.1%,8.5%,1.7%,,6.8%,,,,,,,1.7%,,1.7%,,,,,,,3.4%,,,,
,,,,,,230,20352,"Xing, Yan",4.5%,13.6%,9.1%,,13.6%,13.6%,6.8%,,4.5%,6.8%,,,4.5%,,9.1%,,,,,2.3%,,,,,,11.4%,,,,
,,,,,,330,18957,"Nandy, Siddhartha",39.7%,10.3%,6.9%,,6.9%,8.6%,8.6%,3.4%,,3.4%,3.4%,,,,3.4%,,1.7%,,,,1.7%,,,,,1.7%,,,,
,,,,,,IMA,29221,"Findsen, Leonore A.",27.0%,10.8%,8.1%,,21.6%,8.1%,8.1%,2.7%,,2.7%,5.4%,,,,2.7%,,,,,,,,,,,2.7%,,,,
,,,,,,IMB,17132,"Findsen, Leonore A.",27.9%,14.0%,9.3%,,11.6%,14.0%,14.0%,2.3%,,2.3%,,,,,2.3%,,,,,,,,,,,2.3%,,,,
,,35500,Statistics For Data Science,202210,Fall 2021,001,15748,"Keaton, Timothy J.",11.2%,13.8%,19.8%,,12.9%,8.6%,16.4%,4.3%,2.6%,6.0%,,,1.7%,,1.7%,,,,,,,,,,,0.9%,,,,
,,41600,Probability,202210,Fall 2021,003,29226,"Wang, Jing",3.7%,22.2%,11.1%,,7.4%,3.7%,7.4%,3.7%,7.4%,3.7%,3.7%,7.4%,3.7%,,11.1%,,,,,,,,,,,3.7%,,,,
,,,,,,004,61526,"Janjigian, Christopher",17.2%,10.3%,6.9%,,24.1%,3.4%,3.4%,20.7%,,3.4%,3.4%,,,,3.4%,,,,3.4%,,,,,,,,,,,
,,,,,,007,40115,"Sellke, Thomas M.",13.6%,,,,4.5%,9.1%,18.2%,4.5%,13.6%,18.2%,,,,,13.6%,,,,,,,,,,,4.5%,,,,
,,,,,,008,19765,"Sellke, Thomas M.",10.3%,,6.9%,,10.3%,6.9%,17.2%,13.8%,3.4%,10.3%,,,,,17.2%,,,,,,,,,,,3.4%,,,,
,,,,,,009,15941,"Beckley, Jeffrey A.",52.2%,4.3%,13.0%,,4.3%,8.7%,4.3%,8.7%,,,,,,,,,,,,,,,,,,4.3%,,,,
,,,,,,010,17701,"Mcclure, James E.",6.9%,6.9%,3.4%,,13.8%,,3.4%,24.1%,,10.3%,3.4%,3.4%,,,20.7%,,,,,,,,,,,3.4%,,,,
,,,,,,ALC,68717,"Su, Jianxi",5.9%,2.9%,64.7%,,5.9%,5.9%,5.9%,,2.9%,,2.9%,,2.9%,,,,,,,,,,,,,,,,,
,,41700,Statistical Theory,202210,Fall 2021,001,68718,"Chakraborty, Piyas",2.6%,2.6%,5.3%,,13.2%,7.9%,2.6%,7.9%,13.2%,15.8%,10.5%,,,,2.6%,,2.6%,,,,,,,,,13.2%,,,,
,,,,,,002,37882,"Chakraborty, Piyas",2.3%,2.3%,6.8%,,18.2%,15.9%,6.8%,6.8%,11.4%,13.6%,2.3%,,,,6.8%,,,,,,,,,,,6.8%,,,,
,,,,,,003,29228,"Song, Qifan",18.4%,5.3%,10.5%,,34.2%,,2.6%,10.5%,2.6%,5.3%,,,,,5.3%,,,,,,,,,,,5.3%,,,,
,,,,,,004,20428,"Song, Qifan",30.8%,7.7%,,,23.1%,,7.7%,17.9%,7.7%,2.6%,,,,,,,2.6%,,,,,,,,,,,,,
,,42000,Intro Time Series,202210,Fall 2021,001,58423,"Zhang, Hao",24.4%,12.2%,,,12.2%,7.3%,31.7%,7.3%,2.4%,2.4%,,,,,,,,,,,,,,,,,,,,
,,,,,,002,26286,"Zhang, Hao",19.5%,9.8%,,,24.4%,7.3%,14.6%,2.4%,,4.9%,,,,,4.9%,,,,,,,,,,,12.2%,,,,
,,47201,Actuarial Models-Life Conting,202210,Fall 2021,001,16732,"Ray, Sally A.",25.0%,10.0%,10.0%,,20.0%,10.0%,5.0%,,,5.0%,,5.0%,10.0%,,,,,,,,,,,,,,,,,
,,,,,,002,16738,"Beckley, Jeffrey A.",29.2%,4.2%,20.8%,,8.3%,4.2%,8.3%,,,16.7%,4.2%,,,,,,,,,,,,,,,4.2%,,,,
,,47301,Intro To Derivatives Pricing,202210,Fall 2021,002,10108,"Rubin, Daniel E.",11.4%,13.6%,13.6%,,15.9%,13.6%,22.7%,,,6.8%,2.3%,,,,,,,,,,,,,,,,,,,
,,47901,Short Term Actuarial Models,202210,Fall 2021,001,15048,"Xu, Mengyi",,11.5%,34.6%,,,3.8%,15.4%,3.8%,3.8%,7.7%,3.8%,,,,15.4%,,,,,,,,,,,,,,,
,,49000,Data Validation Actuarial Sci,202210,Fall 2021,LCA,17278,"Beckley, Jeffrey A.",58.6%,10.3%,27.6%,,,,3.4%,,,,,,,,,,,,,,,,,,,,,,,
,,50100,Experimental Stat I,202210,Fall 2021,002,26012,"Qu, Yuan",56.1%,1.8%,5.3%,,15.8%,3.5%,1.8%,5.3%,,1.8%,,,,,7.0%,,,,,,,,,,,1.8%,,,,
,,50300,Stat Methods Biology,202210,Fall 2021,002,29241,"Lichti, Nathanael I.",13.3%,6.7%,,,18.3%,6.7%,1.7%,20.0%,3.3%,10.0%,1.7%,3.3%,1.7%,,8.3%,,,,,,,,,,,5.0%,,,,
,,,,,,005,29239,"Lichti, Nathanael I.",14.5%,7.3%,,,23.6%,9.1%,5.5%,9.1%,1.8%,5.5%,5.5%,,1.8%,,12.7%,,,,,,,,,,,3.6%,,,,
,,,,,,008,65120,"Lichti, Nathanael I.",17.0%,2.1%,1.1%,,19.1%,10.6%,10.6%,5.3%,4.3%,5.3%,4.3%,1.1%,3.2%,,8.5%,,,,,,,,,,,7.4%,,,,
,,50600,Stat Programming,202210,Fall 2021,002,53757,"Keaton, Timothy J.",47.4%,,,,39.5%,,,7.9%,,,,,,,2.6%,,,,,,,,,,,2.6%,,,,
,,51100,Statistical Methods,202210,Fall 2021,001,16830,"Zhang, Tonglin",26.7%,26.7%,5.0%,,11.7%,8.3%,5.0%,10.0%,,5.0%,,,,,1.7%,,,,,,,,,,,,,,,
,,,,,,002,29251,"Zhang, Tonglin",30.0%,13.3%,8.3%,1.7%,11.7%,8.3%,11.7%,8.3%,,5.0%,,,,,1.7%,,,,,,,,,,,,,,,
,,,,,,003,34237,"Chakraborty, Antik",53.4%,,,,36.2%,,,6.9%,,,1.7%,,,,,,,,,,,,,,,1.7%,,,,
,,,,,,004,29250,"Xi, Bowei",50.0%,11.7%,16.7%,,6.7%,10.0%,3.3%,1.7%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,005,11322,"Xie, Jun",20.7%,6.9%,1.7%,,43.1%,1.7%,,15.5%,3.4%,,,,,,,,,,,,,,,,,6.9%,,,,
,,51200,Appl Regr Analysis,202210,Fall 2021,001,59698,"Chen, Zhongyuan",41.1%,16.1%,21.4%,,1.8%,1.8%,10.7%,,,,,,,,,,,,,,,,,,,7.1%,,,,
,,,,,,008,13433,"Qin, Tiantian",15.8%,,2.6%,5.3%,15.8%,7.9%,2.6%,15.8%,,2.6%,15.8%,,,,,,,,,,,,,,,15.8%,,,,
,,,,,,010,15584,"Qin, Tiantian",17.3%,7.7%,1.9%,1.9%,15.4%,5.8%,13.5%,11.5%,7.7%,5.8%,5.8%,,,,,,,,,,,,,,,5.8%,,,,
,,,,,,014,17275,"Qin, Tiantian",14.0%,3.5%,3.5%,,26.3%,19.3%,3.5%,12.3%,,,,,,,1.8%,,,,,,,,,,,15.8%,,,,
,,51300,Stat Quality Control,202210,Fall 2021,WNG,13361,"Prabhu, Nagabhushana",15.4%,7.7%,30.8%,,30.8%,,,7.7%,7.7%,,,,,,,,,,,,,,,,,,,,,
,,51400,Design Of Experiment,202210,Fall 2021,007,13439,"Zhang, Min",15.8%,,,5.3%,52.6%,,,15.8%,,,,,,,,,,,,,,,,,,10.5%,,,,
,,,,,,008,13137,"Zhang, Min",53.1%,,,3.1%,28.1%,,,9.4%,,,,,,,3.1%,,,,,,,,,,,3.1%,,,,
,,,,,,009,18478,"Zhu, Yu Michael",22.5%,32.5%,10.0%,,10.0%,,15.0%,2.5%,,2.5%,,,,,2.5%,,,,,,,,,,,2.5%,,,,
,,51600,Basic Probability Appl,202210,Fall 2021,WNG,14669,"Su, Jianxi",10.0%,,70.0%,,,,,5.0%,,,,,5.0%,,5.0%,,,,,,,,,,,5.0%,,,,
,,51700,Statistical Inference,202210,Fall 2021,001,48656,"Xue, Fei",7.1%,21.4%,28.6%,7.1%,21.4%,7.1%,,,,,,,,,,,,,,,,,,,,7.1%,,,,
